fu_element 1;fu_A1;fu_Z1;fu_element 2;fu_A2;fu_Z2;fu_element;fu_A;fu_Z;fu_MeV;fi_element;fi_A;fi_Z;element 1;fi_A1;fi_Z1;fi_element 2;fi_A2;fi_Z2;fi_MeV
Mg;26;12;Zn;66;30;Mo;92;42;2,1881;;;;;;;;;;
Mg;25;12;Zn;67;30;Mo;92;42;6,2401;;;;;;;;;;
Mg;24;12;Zn;68;30;Mo;92;42;3,372;;;;;;;;;;
Mg;26;12;Zn;68;30;Mo;94;42;2,5299;;;;;;;;;;
Mg;24;12;Zn;70;30;Mo;94;42;5,2657;;;;;;;;;;
Mg;25;12;Zn;70;30;Mo;95;42;5,0934;;;;;;;;;;
Mg;26;12;Zn;70;30;Mo;96;42;3,1568;;;;;;;;;;
D;2;1;Zr;91;40;Nb;93;41;12,4187;;;;;;;;;;
Н;1;1;Zr;92;40;Nb;93;41;5,9569;;;;;;;;;;
Не;4;2;Zr;90;40;Mo;94;42;2,0335;;;;;;;;;;
He;3;2;Zr;91;40;Mo;94;42;15,4069;;;;;;;;;;
Не;4;2;Zr;91;40;Mo;95;42;1,9869;;;;;;;;;;
He;3;2;Zr;92;40;Mo;95;42;13,8793;;;;;;;;;;
Не;4;2;Zr;92;40;Mo;96;42;2,4619;;;;;;;;;;
He;3;2;Zr;94;40;Mo;97;42;15,2951;;;;;;;;;;
Не;4;2;Zr;94;40;Mo;98;42;3,0115;;;;;;;;;;
Не;4;2;Zr;96;40;Mo;100;42;3,0115;;;;;;;;;;
Be;9;4;Zr;90;40;Ru;99;44;9,7118;;;;;;;;;;
Be;9;4;Zr;91;40;Ru;100;44;13,4284;;;;;;;;;;
Be;9;4;Zr;92;40;Ru;101;44;11,789;;;;;;;;;;
B;11;5;Zr;92;40;Rh;103;45;8,4719;;;;;;;;;;
C;13;6;Zr;91;40;Pd;104;46;4,6985;;;;;;;;;;
C;12;6;Zr;92;40;Pd;104;46;0,9594;;;;;;;;;;
C;13;6;Zr;92;40;Pd;105;46;3,0777;;;;;;;;;;
C;12;6;Zr;94;40;Pd;106;46;2,7386;;;;;;;;;;
C;12;6;Zr;96;40;Pd;108;46;3,9868;;;;;;;;;;
N;15;7;Zr;94;40;Ag;109;47;1,442;;;;;;;;;;
O;17;8;Zr;91;40;Cd;108;48;0,3577;;;;;;;;;;
O;18;8;Zr;92;40;Cd;110;48;0,7266;;;;;;;;;;
O;17;8;Zr;94;40;Cd;111;48;0,7117;;;;;;;;;;
O;18;8;Zr;94;40;Cd;112;48;2,2915;;;;;;;;;;
O;16;8;Zr;96;40;Cd;112;48;0,2562;;;;;;;;;;
O;17;8;Zr;96;40;Cd;113;48;2,5374;;;;;;;;;;
O;18;8;Zr;96;40;Cd;114;48;3,5304;;;;;;;;;;
F;19;9;Zr;94;40;In;113;49;0,2468;;;;;;;;;;
F;19;9;Zr;96;40;In;115;49;2,3613;;;;;;;;;;
D;2;1;Не;4;2;Li;6;3;1,4708;;;;;;;;;;
